,NSN,sigu,valid_BBC,accurate_BBC,valid_TRUE,accurate_TRUE,valid_STDFIT,accurate_STDFIT,fs8_BBC,fs8_ERR_BBC,fs8_MERR_UP_BBC,fs8_MERR_LOW_BBC,M_0_BBC,M_0_ERR_BBC,M_0_MERR_UP_BBC,M_0_MERR_LOW_BBC,sigv_BBC,sigv_ERR_BBC,sigv_MERR_UP_BBC,sigv_MERR_LOW_BBC,fs8_TRUE,fs8_ERR_TRUE,fs8_MERR_UP_TRUE,fs8_MERR_LOW_TRUE,sigv_TRUE,sigv_ERR_TRUE,sigv_MERR_UP_TRUE,sigv_MERR_LOW_TRUE,fs8_STDFIT,fs8_ERR_STDFIT,fs8_MERR_UP_STDFIT,fs8_MERR_LOW_STDFIT,sigv_STDFIT,sigv_ERR_STDFIT,sigv_MERR_UP_STDFIT,sigv_MERR_LOW_STDFIT,alpha_STDFIT,alpha_ERR_STDFIT,alpha_MERR_UP_STDFIT,alpha_MERR_LOW_STDFIT,beta_STDFIT,beta_ERR_STDFIT,beta_MERR_UP_STDFIT,beta_MERR_LOW_STDFIT,M_0_STDFIT,M_0_ERR_STDFIT,M_0_MERR_UP_STDFIT,M_0_MERR_LOW_STDFIT,sigma_M_STDFIT,sigma_M_ERR_STDFIT,sigma_M_MERR_UP_STDFIT,sigma_M_MERR_LOW_STDFIT,gamma_STDFIT,gamma_ERR_STDFIT,gamma_MERR_UP_STDFIT,gamma_MERR_LOW_STDFIT
0,6820,10.0,True,True,True,True,True,True,0.6276353780380669,0.07006290797872061,0.07160664334236015,-0.06848603638929754,0.0006136323786106017,0.0037585234336927975,0.003790519135133384,-0.0037523562095283618,0.0009395229596655302,157.60496319571115,37.189039296007905,-0.0009395229596655302,0.8127910313832947,0.033056058782928444,0.03357774309254768,-0.03257429116973729,308.4725403753426,2.927892799177073,2.948489492772244,-2.9098668217818435,0.739176294040484,0.10049689166192138,0.10270302013744341,-0.09841152028032364,237.2539813563006,48.77323663940513,46.45849237290693,-53.02966102108634,0.14981687074416225,0.0011662394304049809,0.0011664461404261531,-0.0011662905035730276,2.876444172991348,0.01378747739134505,0.013790747532002129,-0.013792940108015902,-19.38255043876239,0.004602576914500798,0.004638859616045188,-0.004612691114760382,0.0938340370129855,0.001799840660740827,0.0017908407959567794,-0.0018314234985456427,0.07356061816469285,0.002906577320778508,0.0029066017240438405,-0.0029069484094191547
1,6820,11.0,True,True,True,True,True,True,0.634576287216886,0.07132986901771121,0.07295700164860718,-0.06967096243651187,0.0006353780758062082,0.0037905775273799278,0.003823397672030823,-0.0037842072684539456,0.0009048109712284743,159.79419298329015,37.61196006379837,-0.0009048109712284743,0.8284027932507423,0.034154242680814184,0.03470577000021246,-0.03364294716395535,308.9400067265224,2.9214487744772555,2.942604650607271,-2.9027323850286657,0.7458174102676087,0.10168646471799075,0.10396082724019201,-0.09953629807555807,238.01750675666682,48.61657500678885,46.33498275381739,-52.81045871811281,0.1498170474986297,0.0011662207664491257,0.0011664683633146261,-0.0011662319537256848,2.876471960603965,0.013787198818244278,0.013790132208035542,-0.013793019503144143,-19.382547514893833,0.004632331184025241,0.0046689657570165456,-0.00464266978215178,0.09383735040064844,0.001799914989900682,0.0017909545144496946,-0.0018314895419263232,0.07355928505445287,0.0029065477364477307,0.00290671340018034,-0.0029067794838885217
2,6820,12.0,True,True,True,True,True,True,0.6417929001749235,0.07265732449430057,0.07437280144194755,-0.0709117835674764,0.0006581214461223934,0.003823713181979194,0.00385726842975244,-0.0038172476117025993,0.00029792366957519527,163.98846683854612,38.05816082182805,-0.00029792366957519527,0.8450664451527877,0.035335599398764184,0.0359260817793828,-0.03478739387937815,309.4207689563342,2.9148858111523452,2.9353186921554646,-2.896813972097806,0.7530640741676229,0.10297747192810802,0.10533962428640174,-0.10074436588567452,238.7547405210197,48.46605857284645,46.21515092341726,-52.601956656730486,0.14981727362217132,0.0011661984388156668,0.0011664195299825035,-0.0011662370322489488,2.8764992181431492,0.013786894190225444,0.013790719971040928,-0.013791842013923975,-19.382544621851128,0.004664744963476803,0.0047022598966991016,-0.004674977617211235,0.09384061695889992,0.001799967247330586,0.001791036677708065,-0.0018315427337501544,0.07355773582391652,0.0029065100320541473,0.002906892539171772,-0.002906526512109022
3,6820,13.0,True,True,True,True,True,True,0.6492342093485561,0.07403466090933897,0.07584410293010617,-0.07219738391933127,0.0006815218170493373,0.0038576661395536694,0.0038920321750901665,-0.003851060798103031,4.9085966159588133e-05,167.17184133882853,38.51863818793955,-4.9085966159588133e-05,0.86274327169943,0.03659684473920649,0.037225974338211044,-0.036011454156056874,309.90054677815135,2.908438928354826,2.9296421082458126,-2.8895249229272806,0.7609406775730849,0.10437459564427759,0.10681986568049562,-0.10205852014305772,239.45018005551515,48.324331602556455,46.10176203483163,-52.40753939112577,0.14981742600552778,0.0011661672529858682,0.0011664124674713053,-0.0011661925825474765,2.8765279475954424,0.01378652172176992,0.013790100052527041,-0.013791818799818839,-19.382541151081682,0.0047000259937032855,0.00473816672217163,-0.004710197301165976,0.09384381232172598,0.0017999788931896202,0.0017910704277194626,-0.0018315916881301833,0.0735563133307317,0.002906462158346259,0.002906790527545828,-0.0029065370489739168
4,6820,14.0,True,True,True,True,True,True,0.656864323633331,0.07545338556907982,0.07736169364301528,-0.07351998475338754,0.0007054987408278446,0.0038922507430471445,0.003927436343785921,-0.0038855218123842834,8.894170325900739e-05,169.4376369751689,38.984585469828936,-8.894170325900739e-05,0.881412873042393,0.03793498287478664,0.03860711723252912,-0.03730824653015131,310.37051391444805,2.902365433054001,2.922724848614556,-2.884164840599015,0.7694265962021508,0.10587323004876809,0.10842481619510273,-0.1034597523096031,240.0946988546648,48.193241828488624,45.99373310370298,-52.23294308907172,0.1498176216164422,0.0011661434992035716,0.0011663203869768635,-0.0011662251887339249,2.8765571326606136,0.013786221713825618,0.013788885675986432,-0.013792336680164607,-19.382537486116803,0.004737774991557902,0.004777082520870145,-0.004747912851506441,0.09384684555286792,0.0017999740470222986,0.0017911214065866013,-0.0018315646921648115,0.0735549779072284,0.002906411663079421,0.002906444422381844,-0.0029067734439802086
5,6820,15.0,True,True,True,True,True,True,0.6646608129599085,0.07690736845548951,0.07891883615342875,-0.07487405692730918,0.0007298023131509449,0.003927345801968861,0.003963503937854959,-0.0039203671089365075,0.000784344906785141,169.4565422132469,39.44643947559705,-0.000784344906785141,0.9011028218011864,0.03935024546888566,0.040059351976695905,-0.03868777966697554,310.81588521996014,2.896817212876016,2.918106906944673,-2.877631393995296,0.778535750495521,0.10748208972425577,0.11013846461363927,-0.10496844864194865,240.6705997139807,48.07629382177272,45.90143608297769,-52.07091178915944,0.14981763650967803,0.0011661098243686626,0.0011663585818887806,-0.0011661196945722343,2.876584320730393,0.01378584418274581,0.013789139195877775,-0.013791335838479787,-19.382533183735287,0.004778331195817677,0.00481854302571257,-0.004788516341366395,0.09384986812244249,0.0017999394648043412,0.0017910286799007887,-0.0018316195144143425,0.07355321214580791,0.0029063481901083705,0.002906373433396929,-0.002906716905466509
6,6820,16.0,True,True,True,True,True,True,0.6726142383263425,0.07839296769670162,0.08051005729754189,-0.07625758367142756,0.0007544864764734789,0.003962898312795602,0.0040000478415862075,-0.003955659654186702,0.001442889117763468,169.59572211451325,39.89634695015532,-0.001442889117763468,0.9218478531914802,0.04084488040002182,0.04160000192153588,-0.040138392838479364,311.22984184854226,2.8920504286084565,2.9126645761648446,-2.8734399633569216,0.7882773436144465,0.1092021920215086,0.11194259262127992,-0.10660642519813605,241.17825721381593,47.973321847115656,45.82018494137702,-51.92771597265699,0.1498176669277195,0.0011660699555841453,0.0011663238806380017,-0.001166079754833847,2.876611343904562,0.013785368683335835,0.013788655179739259,-0.013791025992308609,-19.38252825780511,0.004821669745917544,0.004862495806583554,-0.004831923866049133,0.09385263664269072,0.0017998787208373668,0.001790946533837702,-0.0018315075170145816,0.07355118094706015,0.0029062724883695415,0.0029064194380610045,-0.002906526732975421
7,6820,17.0,True,True,True,True,True,True,0.6807226439619272,0.07990858128623896,0.08213367998193935,-0.07766902725108482,0.0007795016310917647,0.0039988903645914765,0.004037057159551396,-0.003991376016363111,0.0011536222655125544,172.80150642283564,40.32788187913257,-0.0011536222655125544,0.9437245475567342,0.042424782072156886,0.043232956360596986,-0.04166757843482919,311.6023432174733,2.888199409752673,2.908560414647661,-2.869745696383353,0.7985796705228426,0.11103209666452163,0.11389139006328791,-0.10832150459741924,241.62072863314847,47.88354139367284,45.74558642179154,-51.807907620340714,0.14981761703360763,0.0011660302251453555,0.00116630726397133,-0.0011660148131526003,2.8766371738025,0.013785003728154374,0.013788111481302243,-0.013790731684855234,-19.38252218438547,0.004867311563574834,0.004908296631058864,-0.00487855589729527,0.09385522165143773,0.001799802036605784,0.0017910102269603767,-0.0018312845019085057,0.07354913845010146,0.0029061926437969586,0.0029063399915062633,-0.0029064466291090604
8,6820,18.0,True,True,True,True,True,True,0.6889899851545311,0.08145430501698753,0.08378980399401954,-0.07910846484691965,0.0008048174671449219,0.00403533284186119,0.004074552544892922,-0.004027520541338387,0.0001544598318241495,178.4674630220399,40.73515439951232,-0.0001544598318241495,0.966822684291007,0.04409734667577775,0.0449677544215817,-0.04328211228205507,311.92834851630187,2.8853413189691253,2.9055573720837944,-2.867016391116302,0.809422717058327,0.11297108775488274,0.11597804894290088,-0.11012039350721044,241.9963924326364,47.80607400097854,45.680694263592315,-51.70736430424843,0.14981760258415713,0.0011659873156798835,0.0011661908759810012,-0.00116604360258004,2.8766603378536644,0.013784573131380689,0.013788661642729095,-0.013789305695101998,-19.38251782892629,0.004915231771607478,0.004958634271859213,-0.004925444107374026,0.093857925901614,0.0017996737951627567,0.0017908469637239284,-0.0018312321286703792,0.07354707831175278,0.002906108776133318,0.0029061584224481275,-0.002906455632294634
9,6820,19.0,True,True,True,True,True,True,0.6974231208002801,0.08303141111239504,0.08547980469556504,-0.08057705208844693,0.0008304365292750597,0.004072250665976831,0.0041125466725678616,-0.00406413165026505,2.7391321579102196e-05,180.98434037601862,41.11249179596597,-2.7391321579102196e-05,0.9912643603024057,0.04587435395756645,0.04678936793885014,-0.04501699335733931,312.204643971729,2.8835725162451524,2.904435775463149,-2.864615126647933,0.8208372982563666,0.11502253033457494,0.11813572365647386,-0.11206742615793144,242.29945162176872,47.74412101514777,45.63512021632671,-51.61438784395122,0.14981737257356162,0.0011659389988068673,0.001166226744412888,-0.0011659154513178726,2.8766835667686843,0.013784093278165379,0.013787292733850683,-0.01378977159437862,-19.3825112501944,0.004965559779749098,0.005009335314044801,-0.004976362578111222,0.09386039670053015,0.0017995630648479227,0.0017908424140033732,-0.001830973186962373,0.07354474572343458,0.0029060117444798124,0.002906151378475971,-0.0029062807290612803
10,6820,20.0,True,True,True,True,True,True,0.7060296324569313,0.08464186837523474,0.0872056046250703,-0.08207676614094754,0.0008563716173325988,0.004109671696947551,0.0041510503607334465,-0.004101253903251554,4.572653206986576e-05,182.8195491387323,41.459269045254956,-4.572653206986576e-05,1.0170902148822056,0.047764297594739324,0.0487609807311966,-0.04683111580485751,312.4332262936068,2.882956479394096,2.9035580398066316,-2.864242762275171,0.8327296735362917,0.1171820553618747,0.12041387930500486,-0.1141081181717642,242.55569372246606,47.689766688224566,45.5887577431805,-51.54618806028224,0.14981720417432248,0.0011658911951819917,0.0011661416206996816,-0.0011659046452308483,2.8767040771141352,0.013783611967141446,0.013786547378584344,-0.0137895934426689,-19.382505611262356,0.005017856480790591,0.005063280728919705,-0.005028000706702731,0.09386302477994905,0.0017993838592070752,0.001790638911929966,-0.0018308728298852923,0.07354236371659298,0.0029059198221279897,0.002906120649813095,-0.002906122921505281
11,6820,21.0,True,True,True,True,True,True,0.714815862211558,0.08628791870803015,0.08896957591977102,-0.08360970222314068,0.0008826062716986107,0.004147616677623592,0.004190098886225428,-0.00413889521824342,5.044557829407103e-05,184.5552492232349,41.776181550116554,-5.044557829407103e-05,1.0444494890573095,0.04978218473719764,0.05082400702603409,-0.04880569279280135,312.6155337250252,2.8834719448002204,2.9043387403045537,-2.864485433594791,0.8450405517022487,0.11944103022739061,0.1228209255994457,-0.11622682700007328,242.755949848136,47.64706213040586,45.55778414444333,-51.483192266361094,0.14981699287077638,0.0011658433794580474,0.00116604719729249,-0.0011659007799166593,2.876722581282394,0.013783176327530053,0.013785520021520128,-0.013789685678072521,-19.382499155684105,0.0050716398237286185,0.005118392618052201,-0.005081922826955939,0.09386571016845557,0.001799219599498629,0.0017903697339293216,-0.001830807465116001,0.07353990157745631,0.002905824619287392,0.0029061244425944463,-0.0029059273899120896
12,6820,22.0,True,True,True,True,True,True,0.7237860962330943,0.08797179756496648,0.09077414255818904,-0.08517789962356634,0.0009091361215625133,0.0041860959356481925,0.004229703580019646,-0.004177066262671635,1.0863000899712333e-05,186.3171965167753,42.065313128687,-1.0863000899712333e-05,1.0733251494435747,0.05193406252616495,0.053064508552253656,-0.05087605420991095,312.75705868233507,2.8850689087195462,2.906147587901775,-2.8659197782911963,0.85774971141996,0.12180109797794936,0.12532173570621835,-0.11844964174057815,242.92424852600453,47.61067494298099,45.525875448651895,-51.43806571084762,0.14981665290247478,0.001165794182626244,0.0011660394675546133,-0.0011658092990447094,2.8767375446857755,0.01378271138825314,0.013785604903785114,-0.013788664534231847,-19.3824926170642,0.005126975289771569,0.005175057226344343,-0.005137216174124687,0.09386827561998538,0.001799035261873208,0.0017902432474750007,-0.0018305803871086594,0.0735376339731304,0.0029057295278717777,0.0029059170096189485,-0.002905943581950074
13,6820,23.0,True,True,True,True,True,True,0.7329421884053559,0.08969554821991094,0.0926216164610419,-0.086783139876302,0.00093595438158473,0.004225107562263402,0.004269863709894166,-0.004215765621450781,2.1699426159497905e-05,187.75845978308377,42.32956148259527,-2.1699426159497905e-05,1.103817509298641,0.05423323156063897,0.055422635587099256,-0.05312052426693525,312.8646732520911,2.887727311809016,2.9083980092382147,-2.8690423621069137,0.8707920712453989,0.12425484834467582,0.1279240198444842,-0.12075856584347976,243.06298546832,47.58056325334975,45.4984710917087,-51.401713539316965,0.1498163201558319,0.0011657448367362504,0.0011659953853553264,-0.0011657545742181877,2.8767505145674552,0.013782246657024627,0.013785167127332073,-0.013788174705316486,-19.38248587027384,0.005183469262769827,0.005232790229272425,-0.005193817647923995,0.09387082407945956,0.0017988522287819483,0.00179018000370045,-0.0018302805741251679,0.07353521058169374,0.002905635215780562,0.0029058775925563606,-0.002905795582293166
14,6820,24.0,True,True,True,True,True,True,0.7422836641939896,0.09146092095484837,0.09451399578493469,-0.08842693416689545,0.0009630515493290311,0.004264638105343643,0.004310567040471968,-0.004254979853616411,2.1776127827758188e-05,189.12922807892204,42.572529093087525,-2.1776127827758188e-05,1.1358705435713174,0.05670083765796641,0.057961110424730546,-0.055489952057450026,312.94407338261317,2.8922212041802027,2.9124633054791373,-2.8723555994220846,0.8841125195936583,0.1267353047286256,0.13062594014080475,-0.12314463319403986,243.17746084220656,47.80877770792101,45.47710437827133,-51.36857218401217,0.14981597470930044,0.0011657850725996868,0.001165949874624923,-0.0011657029210819304,2.8767612494231978,0.013785477736558246,0.01378441417386109,-0.013788018351294267,-19.382479282868836,0.005237466225696184,0.005291604411765712,-0.005251173099448916,0.09387358052401819,0.001808709766191699,0.0017900607700974235,-0.0018301238507280142,0.07353284912453248,0.0029056223545881428,0.0029058164687219197,-0.0029056761162746182
15,6820,25.0,True,True,True,True,True,True,0.7518079080677814,0.09326931356359847,0.09645291537320737,-0.09011045533246023,0.0009904165392473903,0.004304663693776478,0.0043517904635378135,-0.004294685281551411,6.6435526908128996e-06,190.46512266965107,42.797677572206496,-6.6435526908128996e-06,1.1694638713200596,0.05928968441631843,0.06067050697550405,-0.058000869604384345,313.0050873988342,2.8959935673612165,2.9157323769378802,-2.8783261139620837,0.897652125842155,0.12942143216538665,0.13343187189804723,-0.1255922087179574,243.27440096013564,47.53411447651155,45.463417106033255,-51.33574127649383,0.1498156316629792,0.001165648454561486,0.0011659042128830848,-0.0011656540369077415,2.876768755473835,0.013781323270585353,0.013784355080970312,-0.013787191650107817,-19.382472573891967,0.005298847854510339,0.005350875522776035,-0.005309416197940095,0.0938764695795636,0.001798484826049461,0.001789701522546055,-0.0018300387875550875,0.07353065915709842,0.0029054578254890744,0.0029056501872790175,-0.0029056708659861556
