,NSN,valid_BBC,accurate_BBC,valid_BBCCOV,accurate_BBCCOV,valid_TRUE,accurate_TRUE,valid_STDFIT,accurate_STDFIT,fs8_BBC,fs8_ERR_BBC,fs8_MERR_UP_BBC,fs8_MERR_LOW_BBC,M_0_BBC,M_0_ERR_BBC,M_0_MERR_UP_BBC,M_0_MERR_LOW_BBC,sigv_BBC,sigv_ERR_BBC,sigv_MERR_UP_BBC,sigv_MERR_LOW_BBC,fs8_BBCCOV,fs8_ERR_BBCCOV,fs8_MERR_UP_BBCCOV,fs8_MERR_LOW_BBCCOV,M_0_BBCCOV,M_0_ERR_BBCCOV,M_0_MERR_UP_BBCCOV,M_0_MERR_LOW_BBCCOV,sigv_BBCCOV,sigv_ERR_BBCCOV,sigv_MERR_UP_BBCCOV,sigv_MERR_LOW_BBCCOV,fs8_TRUE,fs8_ERR_TRUE,fs8_MERR_UP_TRUE,fs8_MERR_LOW_TRUE,sigv_TRUE,sigv_ERR_TRUE,sigv_MERR_UP_TRUE,sigv_MERR_LOW_TRUE,fs8_STDFIT,fs8_ERR_STDFIT,fs8_MERR_UP_STDFIT,fs8_MERR_LOW_STDFIT,sigv_STDFIT,sigv_ERR_STDFIT,sigv_MERR_UP_STDFIT,sigv_MERR_LOW_STDFIT,alpha_STDFIT,alpha_ERR_STDFIT,alpha_MERR_UP_STDFIT,alpha_MERR_LOW_STDFIT,beta_STDFIT,beta_ERR_STDFIT,beta_MERR_UP_STDFIT,beta_MERR_LOW_STDFIT,M_0_STDFIT,M_0_ERR_STDFIT,M_0_MERR_UP_STDFIT,M_0_MERR_LOW_STDFIT,sigma_M_STDFIT,sigma_M_ERR_STDFIT,sigma_M_MERR_UP_STDFIT,sigma_M_MERR_LOW_STDFIT,gamma_STDFIT,gamma_ERR_STDFIT,gamma_MERR_UP_STDFIT,gamma_MERR_LOW_STDFIT
0,6690,True,True,True,True,True,True,True,True,0.5966248338591155,0.07571983580116531,0.07854236215728609,-0.07310384358225075,0.001815641872543688,0.003554601698087627,0.0035742895547421476,-0.0035732362876553297,0.000167936802464287,107.18587157335725,25.53980805417957,-0.000167936802464287,0.5993100201895675,0.07548816315104107,0.07830434685961885,-0.0728760857061529,0.0027092247771484234,0.004339544027695962,0.004351007579927307,-0.004349194287784638,0.0001493674346378721,103.9509783906584,24.78359790516138,-0.0001493674346378721,0.993224126595653,0.04888117701980482,0.049953770520705716,-0.04787458366274419,312.2021610755886,2.898823125687244,2.9193406683068965,-2.880164999143809,0.5842767889616097,0.09990031208078148,0.10433405522715362,-0.09611355720965514,244.039758692105,45.942356523770016,44.1664144550583,-49.3380314600843,0.14996707073409066,0.0010832472310187773,0.0010834424642762464,-0.0010832836562101216,2.947308048646684,0.013377514490115346,0.013380258903849269,-0.013383508477512778,-19.382227285369805,0.0037473000952381783,0.0037651952596821792,-0.0037926798610009704,0.0833987723200249,0.0018166295150352715,0.00180253572017077,-0.001857481479455557,0.0794785757199566,0.0027251877145412105,0.00272513304357527,-0.002725600919409184
