,NSN,valid_BBC,accurate_BBC,valid_BBCCOV,accurate_BBCCOV,valid_TRUE,accurate_TRUE,valid_STDFIT,accurate_STDFIT,fs8_BBC,fs8_ERR_BBC,fs8_MERR_UP_BBC,fs8_MERR_LOW_BBC,M_0_BBC,M_0_ERR_BBC,M_0_MERR_UP_BBC,M_0_MERR_LOW_BBC,sigv_BBC,sigv_ERR_BBC,sigv_MERR_UP_BBC,sigv_MERR_LOW_BBC,fs8_BBCCOV,fs8_ERR_BBCCOV,fs8_MERR_UP_BBCCOV,fs8_MERR_LOW_BBCCOV,M_0_BBCCOV,M_0_ERR_BBCCOV,M_0_MERR_UP_BBCCOV,M_0_MERR_LOW_BBCCOV,sigv_BBCCOV,sigv_ERR_BBCCOV,sigv_MERR_UP_BBCCOV,sigv_MERR_LOW_BBCCOV,fs8_TRUE,fs8_ERR_TRUE,fs8_MERR_UP_TRUE,fs8_MERR_LOW_TRUE,sigv_TRUE,sigv_ERR_TRUE,sigv_MERR_UP_TRUE,sigv_MERR_LOW_TRUE,fs8_STDFIT,fs8_ERR_STDFIT,fs8_MERR_UP_STDFIT,fs8_MERR_LOW_STDFIT,sigv_STDFIT,sigv_ERR_STDFIT,sigv_MERR_UP_STDFIT,sigv_MERR_LOW_STDFIT,alpha_STDFIT,alpha_ERR_STDFIT,alpha_MERR_UP_STDFIT,alpha_MERR_LOW_STDFIT,beta_STDFIT,beta_ERR_STDFIT,beta_MERR_UP_STDFIT,beta_MERR_LOW_STDFIT,M_0_STDFIT,M_0_ERR_STDFIT,M_0_MERR_UP_STDFIT,M_0_MERR_LOW_STDFIT,sigma_M_STDFIT,sigma_M_ERR_STDFIT,sigma_M_MERR_UP_STDFIT,sigma_M_MERR_LOW_STDFIT,gamma_STDFIT,gamma_ERR_STDFIT,gamma_MERR_UP_STDFIT,gamma_MERR_LOW_STDFIT
0,6675,True,True,True,True,True,True,True,True,0.6820203892557031,0.07852214945076108,0.08124409401946021,-0.07596508294932565,-0.0020976650111451728,0.003956114641969176,0.003980711887371626,-0.003967944544687436,0.00015489020264387616,103.18482555469181,24.59554293281866,-0.00015489020264387616,0.6678936337651844,0.0779788240064998,0.08069381552547417,-0.07543594233856346,-0.002467546838034531,0.0051134075465164,0.00512821926068638,-0.005114929957087569,7.235854873650785e-07,104.5064644108551,24.824484576215127,-7.235854873650785e-07,0.9803707877406842,0.04729971883430795,0.04829069018403714,-0.04634410465838772,293.0436690826785,2.736190091556722,2.755561851083317,-2.717155174291777,0.7863348888363253,0.10707365059151902,0.11121348677188578,-0.1032882059972854,0.04701818874177771,645.1424953906355,125.78744433708135,-0.04701818874177771,0.15087618521064602,0.0010936074695228474,0.0010937478120234114,-0.0010935571729443314,2.9560502664592443,0.013392526052357983,0.013391274636897753,-0.013394932650754586,-19.38638986017909,0.004716099524259796,0.004742636976873259,-0.004745247865541765,0.08703106284841848,0.0011004334796844428,0.0011066916350368078,-0.0014460952381179265,0.07998616068088414,0.0027371421220852526,0.002737142376443884,-0.002737357316669626
