,NSN,model,valid_TRUE,accurate_TRUE,valid_STDFIT,accurate_STDFIT,fs8_TRUE,fs8_ERR_TRUE,sigv_TRUE,sigv_ERR_TRUE,fs8_STDFIT,fs8_ERR_STDFIT,sigv_STDFIT,sigv_ERR_STDFIT,alpha_STDFIT,alpha_ERR_STDFIT,beta_STDFIT,beta_ERR_STDFIT,M_0_STDFIT,M_0_ERR_STDFIT,sigma_M_STDFIT,sigma_M_ERR_STDFIT,gamma_STDFIT,gamma_ERR_STDFIT
0,6605,P21,True,True,True,True,1.0433085411615752,0.05027116858051306,313.6583924269906,2.941879007007543,0.8415526356133408,0.1227857842054737,243.4288233976222,47.56324665426138,0.14964120328612995,0.001176645200301591,2.8717854304907657,0.013963733646306507,-19.38220850756196,0.0050614162406563325,0.09316101907763803,0.0018098531212905125,0.0732809234486782,0.002931408957035324
1,6605,P21_NO_DUST,True,True,True,True,1.0433085411615752,0.05027116858051306,313.6583924269906,2.941879007007543,0.9059045182181065,0.06139782848695641,157.15906800616563,7.363588580040599,0.14863122346449395,0.0005117664977607976,2.099553725398134,0.010348559799501167,-19.468406793152514,0.0048150056984877145,1.0023021140085839e-05,0.010807395704202815,0.004640782767787164,0.001203980647243321
2,6605,P21_FIXED_BETA,True,True,True,True,1.0433085411615752,0.05027116858051306,313.6583924269906,2.941879007007543,0.8435219816145437,0.15785080774804466,241.3213207239429,64.27360639750071,0.1483769808017649,0.0013573823226179056,2.908453230282439,0.015206337794308933,-19.376499713806385,0.005229072416637197,0.11368614933396406,0.0020105111571733364,0.07833532974031235,0.003403670772713729
3,6605,P21_FIXED_BETA_NO_DUST,True,True,True,True,1.0433085411615752,0.05027116858051306,313.6583924269906,2.941879007007543,0.9645871224705631,0.06021376126897765,121.1070717634614,7.272843943265045,0.14818296710286252,0.0004956290049853311,2.0753735663924733,0.009897396225539326,-19.468513867817293,0.005079128486696723,2.6845758037028714e-07,0.01145252252989699,0.0040794608962219266,0.0011633979082830714
4,6605,P21_REDUCED_TAU1,True,True,True,True,1.0433085411615752,0.05027116858051306,313.6583924269906,2.941879007007543,0.8979565426998738,0.06201580015246261,161.70890064017337,7.469814980299759,0.1486011047066392,0.0005143721790872631,2.1144677172011668,0.010334292416955146,-19.46570263167204,0.004777417279616502,2.570320345986416e-07,0.005814939357104906,0.00501410437367562,0.0012109085911284744
5,6605,P21_REDUCED_TAU2,True,True,True,True,1.0433085411615752,0.05027116858051306,313.6583924269906,2.941879007007543,0.8765317129867358,0.0717783514419486,209.3319091925745,14.992037120041815,0.14841163205365362,0.0006128903729458673,2.3014441674909283,0.011823001683890824,-19.434424712092298,0.004743825688807634,0.023658101049998208,0.0016307376226015712,0.018985159461637344,0.0014655813587689877
6,6605,P21_REDUCED_TAU3,True,True,True,True,1.0433085411615752,0.05027116858051306,313.6583924269906,2.941879007007543,0.8233059737245455,0.10815366474278121,187.89312846619873,44.45470156997186,0.14927761040091128,0.0010372126103258086,2.809798567938079,0.013908632335729284,-19.390507768159452,0.004836456700902606,0.07850620718912314,0.0016065160373973791,0.05649139489343405,0.002567592193321444
7,6605,P21_REDUCED_TAU4,True,True,True,True,1.0433085411615752,0.05027116858051306,313.6583924269906,2.941879007007543,0.844908795548858,0.08783681960732515,221.80694362617112,25.299960896115138,0.14855019394400357,0.0008163753074935781,2.5825235814910275,0.013387650123754431,-19.404715688783686,0.004760756905330545,0.05174406904195137,0.0014687234864372463,0.03546099094276512,0.0019966919698925795
8,6605,P21_REDUCED_BETA1,True,True,True,True,1.0433085411615752,0.05027116858051306,313.6583924269906,2.941879007007543,0.9194049358869025,0.1297106954604374,165.1055698170046,69.6397190015992,0.15024928748230829,0.0012238938835967034,2.870440827391372,0.01420354475132665,-19.381759510663173,0.005484034870128386,0.10019315468981296,0.0017835457989008666,0.07475334559049064,0.0030497920325543056
9,6605,P21_REDUCED_BETA2,True,True,True,True,1.0433085411615752,0.05027116858051306,313.6583924269906,2.941879007007543,0.9096539421103859,0.12930407932280158,164.9324439335335,69.65730861055775,0.15015725512240347,0.0012230550136487133,2.870736654452632,0.014151556974617912,-19.381663695043336,0.005436095463450336,0.10014796713108927,0.0017826235097290893,0.07460505952061995,0.00304822200088999
